Province_State,Confirmed,Deaths,Daily_Confirmed,Daily_Deaths
Alabama,483167,9346,679.0,89.0
Alaska,56968,288,63.0,1.0
American Samoa,0,0,0.0,0.0
Arizona,801055,15063,1315.0,82.0
Arkansas,314192,5313,667.0,26.0
California,3504633,47843,4762.0,333.0
Colorado,416174,5838,1137.0,10.0
Connecticut,271356,7476,534.0,27.0
Delaware,83581,1316,212.0,25.0
Diamond Princess,49,0,0.0,0.0
District of Columbia,39180,985,49.0,3.0
Florida,1844627,29311,7342.0,157.0
Georgia,973247,16273,3545.0,99.0
Grand Princess,103,3,0.0,0.0
Guam,7703,130,2.0,0.0
Hawaii,27132,426,27.0,1.0
Idaho,168353,1817,408.0,11.0
Illinois,1166717,22224,1795.0,25.0
Indiana,651453,12250,923.0,19.0
Iowa,330906,5306,588.0,43.0
Kansas,291093,4482,1250.0,112.0
Kentucky,391772,4336,1010.0,18.0
Louisiana,421018,9391,624.0,66.0
Maine,42877,654,104.0,3.0
Maryland,372980,7630,759.0,18.0
Massachusetts,561936,15623,1360.0,56.0
Michigan,632772,16160,1240.0,11.0
Minnesota,475379,6458,758.0,10.0
Mississippi,289398,6524,684.0,23.0
Missouri,488981,7819,680.0,37.0
Montana,97900,1334,234.0,3.0
Nebraska,197746,2018,299.0,14.0
Nevada,289392,4774,363.0,41.0
New Hampshire,71965,1148,750.0,12.0
New Jersey,755174,22632,4109.0,135.0
New Mexico,181332,3562,272.0,12.0
New York,1559042,46267,5925.0,126.0
North Carolina,829507,10670,3167.0,108.0
North Dakota,98901,1461,120.0,0.0
Northern Mariana Islands,135,2,0.0,0.0
Ohio,945107,16513,1816.0,60.0
Oklahoma,415858,4089,1078.0,28.0
Oregon,151257,2143,382.0,5.0
Pennsylvania,905370,23284,3494.0,184.0
Puerto Rico,98428,1930,111.0,6.0
Rhode Island,122440,2352,368.0,8.0
South Carolina,492369,8117,1916.0,62.0
South Dakota,110685,1844,92.0,0.0
Tennessee,760303,10985,780.0,31.0
Texas,2576098,41496,5140.0,110.0
Utah,363248,1806,901.0,9.0
Vermont,13996,191,79.0,0.0
Virgin Islands,2545,25,3.0,0.0
Virginia,555592,7075,2284.0,38.0
Washington,330807,4759,1061.0,50.0
West Virginia,128405,2225,288.0,9.0
Wisconsin,609189,6798,771.0,10.0
Wyoming,53450,662,99.0,0.0
