Province_State,Confirmed,Deaths,Daily_Confirmed,Daily_Deaths
Alabama,521201,10736,421.0,8.0
Alaska,65730,334,194.0,20.0
American Samoa,0,0,0.0,0.0
Arizona,851725,17123,460.0,14.0
Arkansas,332949,5686,283.0,6.0
California,3711723,60808,3007.0,91.0
Colorado,485318,6177,1498.0,4.0
Connecticut,328000,7990,702.0,6.0
Delaware,99915,1595,400.0,4.0
Diamond Princess,49,0,0.0,0.0
District of Columbia,46315,1090,106.0,2.0
Florida,2148448,34238,6762.0,74.0
Georgia,1079979,19662,1600.0,62.0
Grand Princess,103,3,0.0,0.0
Guam,7856,136,5.0,0.0
Hawaii,32366,473,95.0,0.0
Idaho,184557,2015,210.0,9.0
Illinois,1292421,23896,3577.0,31.0
Indiana,703345,13194,1374.0,7.0
Iowa,358873,5870,478.0,13.0
Kansas,306888,4900,2.0,0.0
Kentucky,435743,6302,821.0,17.0
Louisiana,451476,10273,803.0,9.0
Maine,55954,758,580.0,1.0
Maryland,431795,8512,1444.0,19.0
Massachusetts,667066,17432,2123.0,5.0
Michigan,857774,17817,7191.0,123.0
Minnesota,549830,7067,2729.0,11.0
Mississippi,308521,7127,410.0,5.0
Missouri,591207,9000,755.0,5.0
Montana,106823,1528,192.0,2.0
Nebraska,215383,2205,309.0,-21.0
Nevada,309699,5359,549.0,6.0
New Hampshire,90525,1264,542.0,3.0
New Jersey,967442,25053,3958.0,47.0
New Mexico,194605,3997,227.0,1.0
New York,1980337,51418,7029.0,68.0
North Carolina,941218,12359,2434.0,34.0
North Dakota,105380,1506,165.0,1.0
Northern Mariana Islands,162,2,2.0,0.0
Ohio,1048109,18917,2164.0,0.0
Oklahoma,444590,6697,362.0,0.0
Oregon,172931,2455,725.0,6.0
Pennsylvania,1095321,25546,5093.0,44.0
Puerto Rico,118936,2185,1100.0,3.0
Rhode Island,143740,2646,489.0,4.0
South Carolina,566018,9307,1087.0,3.0
South Dakota,120613,1949,234.0,1.0
Tennessee,829114,12041,1535.0,9.0
Texas,2843929,49441,3060.0,82.0
Utah,391633,2162,456.0,1.0
Vermont,21664,240,176.0,3.0
Virgin Islands,3022,26,17.0,0.0
Virginia,641626,10529,1415.0,19.0
Washington,381725,5362,1386.0,5.0
West Virginia,147596,2772,393.0,16.0
Wisconsin,649178,7406,1084.0,4.0
Wyoming,57203,703,76.0,0.0
