Province_State,Confirmed,Deaths,Daily_Confirmed,Daily_Deaths
Alabama,498076,10094,922.0,65.0
Alaska,59138,303,145.0,0.0
American Samoa,0,0,0.0,0.0
Arizona,821108,16185,1154.0,96.0
Arkansas,323756,5273,403.0,12.0
California,3587567,53466,5247.0,383.0
Colorado,433021,5974,1351.0,4.0
Connecticut,284500,7693,878.0,15.0
Delaware,87643,1444,218.0,4.0
Diamond Princess,49,0,0.0,0.0
District of Columbia,41014,1024,196.0,1.0
Florida,1930232,31387,6118.0,120.0
Georgia,1017428,17750,2886.0,125.0
Grand Princess,103,3,0.0,0.0
Guam,7747,131,2.0,0.0
Hawaii,27890,440,55.0,0.0
Idaho,172587,1876,299.0,0.0
Illinois,1193177,22902,1737.0,49.0
Indiana,664446,12663,935.0,30.0
Iowa,337625,5536,584.0,35.0
Kansas,297474,4772,30.0,0.0
Kentucky,408440,4732,1067.0,28.0
Louisiana,432527,9686,756.0,18.0
Maine,45231,705,140.0,0.0
Maryland,384765,7922,809.0,3.0
Massachusetts,586310,16296,1567.0,44.0
Michigan,652589,16589,1827.0,39.0
Minnesota,487374,6589,940.0,14.0
Mississippi,296154,6764,479.0,21.0
Missouri,496813,8488,519.0,6.0
Montana,100531,1375,180.0,2.0
Nebraska,201973,2092,365.0,1.0
Nevada,295069,5005,385.0,18.0
New Hampshire,76178,1178,188.0,3.0
New Jersey,802669,23491,3193.0,42.0
New Mexico,186156,3769,258.0,16.0
New York,1670716,48049,7468.0,114.0
North Carolina,868056,11399,2502.0,36.0
North Dakota,100184,1478,117.0,0.0
Northern Mariana Islands,144,2,0.0,0.0
Ohio,974480,16750,1875.0,0.0
Oklahoma,426641,4534,895.0,0.0
Oregon,156673,2284,386.0,32.0
Pennsylvania,943933,24208,3010.0,74.0
Puerto Rico,100867,2053,102.0,5.0
Rhode Island,127727,2539,442.0,5.0
South Carolina,521563,8660,1567.0,40.0
South Dakota,113065,1896,232.0,3.0
Tennessee,779449,11501,1514.0,42.0
Texas,2683386,44757,7674.0,294.0
Utah,372708,1955,0.0,0.0
Vermont,15686,207,199.0,0.0
Virgin Islands,2704,25,9.0,0.0
Virginia,581408,9357,1300.0,31.0
Washington,343090,5032,854.0,20.0
West Virginia,132677,2309,261.0,0.0
Wisconsin,619942,7082,855.0,13.0
Wyoming,54685,682,69.0,0.0
